ID,MLS,Title,Currency,Price,Type,listingType,District,Description,Bedrooms,Bathrooms,Garage,Stories,Zoning,SquareFt,Acreage,YearBuilt,Views,Furnished,Tennis,Dock,Alarm,Gym,Pictures,Videos
1858,413093,"Orchard Ecovillage - Lake View #905",cid,529000,Residential,Condominium,"Lower Valley","<p>Spoil yourself in this large and spacious one level modern design with high ceilings and an abundance of natural light.  Enjoy peace and tranquility, relaxing on your terrace overlooking the lake or lush landscaping.  Price if converted to 2 BR/1 BA is from CI$309,000 or 2 BR/2 BA is from CI$329,000.  This gated, huge 21 acre master planned community will feature walking/bike riding paths, lakes for kayaking/paddle boarding, pools, yoga studio, greenhouse and farmer’s market, wellness center, gym, spa, children’s center, shuttle service, Montessori school, and more.  Solar included, for purchases by August 31, 2021.</p>",3,3.5,No,1,,2343,,2022,"Lake View",No,0,0,1,1,"https://images.remax.ky/listings/1858/8cc7b62a-b538-400b-9b01-0d46db4d4bf6.jpeg, https://images.remax.ky/listings/1858/dacf6943-9674-4fb4-aba5-5150f365748e.jpeg, https://images.remax.ky/listings/1858/3ad7e802-7a93-43e4-a2a8-d0f14c11c741.jpeg, https://images.remax.ky/listings/1858/2c40ba42-b338-4bfa-8676-2286578e819c.jpeg, https://images.remax.ky/listings/1858/bd7d6ffb-0244-447d-b380-b846588f7de9.jpeg, https://images.remax.ky/listings/1858/daac3b2d-6218-4a1c-8c85-13122746d798.jpeg, https://images.remax.ky/listings/1858/c74af8cd-bce5-45ed-9f9d-d7340a981f26.jpeg",
1865,413100,"Sunrise Landings Canal Front Lot",cid,305000,Land,"Low Density Residential",Savannah,"<p>Beautiful canal front parcel overlooking the bay. Perfect for a family home in the family friendly neighbourhood of Sunrise Landings.</p>",,,No,,,,0.3485,,"Canal Front",,0,0,0,0,"https://images.remax.ky/listings/1865/bay.jpg, https://images.remax.ky/listings/1865/zoomed-in.jpg, https://images.remax.ky/listings/1865/zoomed-out.jpg, https://images.remax.ky/listings/1865/super-zoomed-out.jpg, https://images.remax.ky/listings/1865/parcel-parcel-view.jpg",
1869,413114,"Serrana Residence 103",usd,2550000,Residential,Condominium,"W Bay South","<p>Serrana provides a sense of place that pays homage to its beautiful Cayman setting along North West Point Road. Designed as an ultra-modern development, but with a strong Caribbean vernacular that gives the entire building an estate-like feel.</p>
<p>Residence 103 presents a unique opportunity for you to own a truly luxurious townhouse within this exclusive development of just 18 residences. Designed to include living space across two floors, this incredible floorplan will give you the sense of single-family home living, within this spectacular waterfront community.</p>
<p>Poised 17 feet above sea level, Residence 103 spans 2,921 square feet and includes 3 bedrooms, 3.5 bathrooms and a home office. Upon entering the unit, you will instantly enjoy spectacular and unobstructed south facing views that encompass Seven Mile Beach and the open sea. The lower level includes 22-foot-high ceilings in the living room and 11-foot ceilings throughout the kitchen, guest suite and reading nook. Your private terrace will feature an outdoor kitchen and lounge space.</p>
<p>On the second level, the master bedroom enjoys the same incredible south facing views while the second bedroom features an abundance of natural light. The upper level also features a home office and laundry room.</p>
<p>In addition to your residence, the development features an incredible swimming pool with panoramic ocean views, stepdown access to the sea and an oceanfront gym. To top it off, a rooftop owners’ terrace that includes a chef’s kitchen, lounge/dining areas, plunge pool and restroom, will be the perfect space to entertain guests or enjoy some downtime.</p>",3,3.5,No,,,2921,,2021,"Water Front",,0,0,0,1,"https://images.remax.ky/listings/1869/large-image.jpg, https://images.remax.ky/listings/1869/lower-center.jpg, https://images.remax.ky/listings/1869/lower-left.jpg, https://images.remax.ky/listings/1869/lower-right.jpg, https://images.remax.ky/listings/1869/serrana-103-upper-floor-.jpg, https://images.remax.ky/listings/1869/serrana-103-ground-floor.jpg, https://images.remax.ky/listings/1869/serrana-interior-5.jpg, https://images.remax.ky/listings/1869/serrana-interior-2-copy.jpg, https://images.remax.ky/listings/1869/serrana-gym-scaled.jpg",
1872,413172,"Aqua Bay - Sky Villa Two - Penthouse Private Rooftop Pool",usd,5975000,Residential,Condominium,"W Bay South","<p>Simply breathtaking -  the four Sky Villas at Aqua Bay offer the most spectacular views in the Cayman Islands.</p>
<p>This is your opportunity to live the dream on Seven Mile Beach with only four of these coveted villas being created. Your Sky Villa includes private access to your rooftop area where an oasis has been designed, including a private infinity pool spa, outdoor kitchen, and multiple lounge areas.</p>
<p>This enhanced private space expands your living area to an un precented level on Seven Mile Beach and creates an unmatched opportunity for investment return.</p>
<p>Developed by Butler Group, Grand Cayman’s premier builder of luxury resort condominiums on Seven Mile Beach for over forty years.</p>
<p>Aqua Bay, with its view of the entire Seven Mile Beach crescent and western sunset panorama, will contain up to 46 exceptionally designed villas with interiors developed by the award winner partner company Design Studio Interiors.</p>
<p>Sky Villa Two features expansive floor to ceiling glass walls, high ceilings, superior tile and flooring options, top quality plumbing and appliance selections as well as bespoke millwork design for the kitchens, bathrooms and amenity areas.</p>
<p>The Sky Level on Villa Two is a world of its own with private elevator, infinity edge heated pool and spa, multiple lounging areas, outdoor kitchen and bar, al fresco dining all with spectacular sunset views.</p>
<p>Sky Villa Two offers unmatched privacy for those who insist on their own separate retreat.</p>",3,4.5,No,10,,4372,,2023,"Beach Front",No,0,0,1,0,"https://images.remax.ky/listings/1872/aqua-bay-1-terrace-hr-center.jpg, https://images.remax.ky/listings/1872/4-topview-hr2.jpg",
1874,413131,"Lighthouse Point Resort #4",cid,628000,Residential,Condominium,"W Bay North West","<p>Cayman's first luxury eco-development with solar power. This CAT5 rated unit has 2 bed and 2 bathrooms. Comes with chef's gourmet kitchen, open design living room, dining room and kitchen with 14’ ceilings in all rooms. Private oceanfront patio with breathtaking view. Upscale lighting throughout, solid wood interiors and double sliding patio doors. All appliances, HVAC, and tankless water heater recently replaced. Full service dive shop, coffee shop and 40' dock on premises.</p>",2,2,No,2,,1411,,2008,"Water Front,Water View",Yes,0,1,0,0,"https://images.remax.ky/listings/1874/5bfd43c6-b29c-4e48-ad6a-eb232b2e88c3.jpeg, https://images.remax.ky/listings/1874/c93f293c-2044-43e4-be2d-63593727046a.jpeg, https://images.remax.ky/listings/1874/b63f24a5-2c52-4684-8bb5-be47fe90c7cb.jpeg, https://images.remax.ky/listings/1874/f639b334-54c1-4f11-aee5-9d03b3d1bd92.jpeg, https://images.remax.ky/listings/1874/71367f07-0568-4de2-a896-d5db588b6762.jpeg, https://images.remax.ky/listings/1874/7e61943f-3413-43ac-ad46-9b81f7154ce2.jpeg, https://images.remax.ky/listings/1874/000b8c53-3961-4535-a9df-656ce0c52022.jpeg, https://images.remax.ky/listings/1874/a238afc4-a54a-49c4-a2bd-62cf6e622e9d.jpeg, https://images.remax.ky/listings/1874/f5fac71c-1ee3-44ff-b048-90f0a4784b7d.jpeg, https://images.remax.ky/listings/1874/4c261bee-fb0c-4069-a848-804247c49b0a.jpeg",
1875,413139,"Hidden Cove x 6 3 bed",cid,2675000,Multi-Unit,"Apartment Building / Condo Building","South Sound","<p>Rare chance to own a 6 multi unit complex in South Sound, close to schools, Grand Harbour and all amenities. Fully rented with an income of CI$15,200 per month. Built in 2020 with stainless steel appliances, granite counter tops, open plan living rooms, kitchens, dining areas, two bedrooms with ensuites on the second floor, third floors with bathrooms and third bedrooms. Communal pool and pool deck and allocated parking for each property. </p>
<p> </p>
<div class=""col-sm-12"">
<div class=""row"">
<div class=""col-sm-12"">
<div class=""propt""> </div>
</div>
</div>
</div>
<div class=""clearfix""> </div>",18,21,No,3,"Low Density Residential",8336,0.4055,2020,"Pool View",,0,0,0,0,"https://images.remax.ky/listings/1875/svd-0557.jpeg, https://images.remax.ky/listings/1875/svd-0568.jpeg, https://images.remax.ky/listings/1875/svd-0572.jpeg, https://images.remax.ky/listings/1875/svd-0601-edit.jpeg, https://images.remax.ky/listings/1875/svd-0603-hdr.jpeg, https://images.remax.ky/listings/1875/svd-0577-edit.jpeg, https://images.remax.ky/listings/1875/svd-0608-hdr.jpeg, https://images.remax.ky/listings/1875/svd-0613-edit.jpeg, https://images.remax.ky/listings/1875/svd-0633-edit.jpeg, https://images.remax.ky/listings/1875/svd-0638-edit.jpeg, https://images.remax.ky/listings/1875/svd-0643-hdr.jpeg, https://images.remax.ky/listings/1875/svd-0648-hdr.jpeg, https://images.remax.ky/listings/1875/svd-0657.jpeg, https://images.remax.ky/listings/1875/svd-0558.jpeg",
1885,413143,"Britannia #813 Spacious GF 3/3 w/ Patio & Covered Parking",usd,1250000,Residential,Condominium,"W Bay Bch South","<p>Crown Court Ground Floor three bed three bath luxurious villa with brand new windows and doors. Travertine floors, granite counter tops, loads of natural light, great storage, wonderful privacy  with all three bedrooms offering a nice degree of separation, pets are allowed, fantastic landscaping and a super strong strata.  Patio is off of regular porch so loads of entertaining space or just lounge in lovely privacy! Great value for  a splendid conveniently located SMB Corridor home.  You will never want to leave this special lushly landscaped convenient and luxurious location!</p>",3,3,No,1,"Low Density Residential",2719,,1995,"Garden View,Golf View",Yes,0,0,0,0,"https://images.remax.ky/listings/1885/eye-4758.jpg, https://images.remax.ky/listings/1885/eye-4794.jpg, https://images.remax.ky/listings/1885/eye-4769.jpg, https://images.remax.ky/listings/1885/eye-4697.jpg, https://images.remax.ky/listings/1885/patio.jpg, https://images.remax.ky/listings/1885/collage01.jpg, https://images.remax.ky/listings/1885/eye-4706.jpg, https://images.remax.ky/listings/1885/eye-4789.jpg, https://images.remax.ky/listings/1885/eye-4786.jpg, https://images.remax.ky/listings/1885/eye-4783.jpg, https://images.remax.ky/listings/1885/eye-4716.jpg, https://images.remax.ky/listings/1885/eye-4733.jpg, https://images.remax.ky/listings/1885/eye-4796.jpg, https://images.remax.ky/listings/1885/eye-4731.jpg, https://images.remax.ky/listings/1885/eye-4751.jpg",
1888,413158,"Health City Sea Front Development Site",cid,10330688,Land,Beach/Hotel/Tourism,"High Rock","<p>Fantastic opportunity to develop this seafront parcel which adjoins Health City. Six parcels totaling 34 acres of Planned Area Development offers the ability to create a mixed use development including hotel/tourism, residential and commercial zones withing the PAD. This property rises to 20-30 feet asl offering glorious views of the Caribbean Sea and spectacular sunsets. This is an absolute unique opportunity to purchase a multi zoned development parcel.</p>",,,No,,,,33.88,,"Water Front,Water View",,0,0,0,0,https://images.remax.ky/listings/1888/coastel-image.jpg,
1889,413159,"Development Parcel, Health City",cid,1045440,Land,"Med Density Residential","High Rock","<p>12 Acres of high land which forms part of a Planned Area Development site including commercial, residential, hotel/ tourism and community development. Great opportunity to create a multi zoned and multi use development.</p>",,,No,,Agriculture/Residential,,12,,"Garden View,Inland,Water View",,0,0,0,0,https://images.remax.ky/listings/1889/68a1.jpg,
1890,413160,"7 Acre Inland Parcel - multiple zoning",cid,455419,Land,"Low Density Residential","East Inland","<p>6.97 Acres of inland approved Planned Area Development with multi zoning, perfect for a mixed use development with residential, commercial, community and industrial zoning. Adjoining lots listed for sale too.</p>",,,No,,,,6.97,,Inland,,0,0,0,0,https://images.remax.ky/listings/1890/63a40.jpg,
1891,413161,"11 Acre Inland Parcel - multiple zoning",cid,718740,Land,"Low Density Residential","East Inland","<p>11 Acres of approved Planned Area Development site, with multi zoning. Create a mixed use commercial, residential, community and retail enviroment. Adjoining parcels also listed for sale. Access to parcel through 64A/175</p>",,,No,,,,11,,Inland,,0,0,0,0,https://images.remax.ky/listings/1891/63a34.jpg,
1894,413163,"47 Acres Adjoing Health City - Multiple zoning",cid,3070980,Land,Beach/Hotel/Tourism,"High Rock","<p>From sea to inland, this 47 acre parcel neighbours Health City and benefits from an approved Planned Area Development featuring multi zoning - hotel tourism, residential, commercial, industrial community spaces. Further parcels also for sale which could potentially add large acreage to this parcel.</p>",,,No,,,,47,,"Inland,Water View",,0,0,0,0,https://images.remax.ky/listings/1894/64a-175.jpg,
1895,413165,"Lacovia Prime Beachfront NW Corner",usd,8515500,Residential,Condominium,"W Bay Bch South","<p>North West 5th floor Corner 4 bedroom palace for a king!  This fabulous 4-bedroom corner residence extends outwards to facilitate optimum views and openness for natural light. At the perfect height to realize the quiet enjoyment of your residence, yet still have superb views across the beach, into the Caribbean Sea, and all the way along the sandy coastline. Internal finishes, fixtures, and appointments are at the highest level and a fitting compliment to this stellar beachfront residence. Within this masterpiece of architecture is a long list of services, facilities, and amenities for your convenience and enjoyment, as well as a solid rental income opportunity; concierge services, state-of-the-art fitness center, 24/7 security, infinity edge pools and hot tub, food and beverage services, private beach cabanas, club level lounge and sports equipment for sea and land. One of only a very few beachfront corner residences available in any complex!  This is a reassignment.</p>",4,4.5,1,1,,4055,,2024,"Beach Front",No,1,0,1,1,"https://images.remax.ky/listings/1895/lacovia-southern-edge-colour7038-small-1225x750.jpg, https://images.remax.ky/listings/1895/lacovia-int-bedroom-final04-1225x750.jpg, https://images.remax.ky/listings/1895/lacovia-int-balcony-final04-370x414.jpg, https://images.remax.ky/listings/1895/lacovia-int-bathroom-final04-1225x750.jpg, https://images.remax.ky/listings/1895/yoga.jpg, https://images.remax.ky/listings/1895/lacovia-int-kitchen-final04.jpg, https://images.remax.ky/listings/1895/lacovia-ext-aerial-balcony-final03.jpg, https://images.remax.ky/listings/1895/lacovia-int-balcony-final04.jpg, https://images.remax.ky/listings/1895/living.jpg, https://images.remax.ky/listings/1895/lacovia-int-lobby-final07-small-1225x750.jpg, https://images.remax.ky/listings/1895/lacovia-ext-elev-trees-final-small-1225x750.jpg, https://images.remax.ky/listings/1895/lacovia-ext-dropoff-final02-1225x750.jpg, https://images.remax.ky/listings/1895/lacovia-butler.jpg, https://images.remax.ky/listings/1895/lacovia-yoga.jpg, https://images.remax.ky/listings/1895/yacht.jpg",
1896,413162,"6.72 acres of Multi Zoned property",cid,439084,Land,"Low Density Residential","High Rock","<p>6.72 acres of multi zoned property with sea views. This forms part of an already approved planned area development with multi zoning including commercial, hotel/tourism, residential and community spaces.</p>",,,No,,,,6.72,,"Inland,Water View",,0,0,0,0,https://images.remax.ky/listings/1896/64a-43.jpg,
1905,413164,"RUM POINT CLUB - ABSOLUTELY INCREDIBLE PENTHOUSE",usd,3819000,Residential,Condominium,"Rum Point","<p>This Penthouse is beyond exceptional! From its expansive terrace, there are panoramic views to East End in one direction and West Bay in the other. No other residence has this view or the gorgeous sunrises and spectacular sunsets. And the residence itself! Massively wide with a beachfront Master Bedroom, Living Room, Dining Room, and even a second Master Bedroom all looking out to the Caribbean Sea – incredible. A third bedroom overlooks the waterways of Rum Point and North Sound. High ceilings throughout, some vaulted. There is an abundance of space, natural light, and luxurious excess. Highest quality finishes and fixtures. Fully furnished, including everything. The Rum Point Club development is truly magnificent. From the sophisticated driveway and entrance to the numerous facilities, amenities, and services, you want for nothing. Dine inside or out, room service, gym, spa, concierge, garage, cabana, dock, secluded beach, and the list goes on. There is no other Penthouse like this one, period! Live here, rent it, whatever you do, you will love every minute you are here. One of a kind, for sure!</p>",4,4,1,,,3800,,2020,"Beach Front",Yes,0,0,1,1,"https://images.remax.ky/listings/1905/501-kitchen-dining-living-with-view.jpg, https://images.remax.ky/listings/1905/a879e4dd-5fda-4104-aadf-9280f57b6afe-orig.jpeg, https://images.remax.ky/listings/1905/6074a072-b68d-4f51-97e7-41bef11de76f-orig.jpeg, https://images.remax.ky/listings/1905/53af3df2-a2af-436b-9d23-ac6452412ddf-orig.jpeg, https://images.remax.ky/listings/1905/c86c8560-9acc-402e-a147-feb43ad68e4f-orig.jpeg, https://images.remax.ky/listings/1905/68c2b2f1-65aa-464e-ae88-6463c4155a3a-orig.jpeg, https://images.remax.ky/listings/1905/ce97be51-6232-480d-b1be-83c6c901ba3c-orig.jpeg, https://images.remax.ky/listings/1905/424a4572-f2cc-4661-9297-2b2841fe8a6f-orig.jpeg, https://images.remax.ky/listings/1905/eddd9871-0873-49b1-a0b1-1c3e0c3d3c60-orig.jpeg, https://images.remax.ky/listings/1905/1678304e-605a-4cc0-ad48-7e3d36b2e535-orig.jpeg, https://images.remax.ky/listings/1905/1e76abeb-38f0-4b29-a5cd-d6aae3eec449-orig.jpeg, https://images.remax.ky/listings/1905/37c8e6ba-faa0-495d-9050-f781b02791d8-orig.jpeg, https://images.remax.ky/listings/1905/b72ae801-9a81-44d4-8688-e6e297063397-orig.jpeg",
1906,413195,"Pelican Point - Rum Point Drive",usd,2695000,Residential,"Single Family Home","Rum Point","<p>Welcome home to Pelican Point located on Rum Point Road in Northside. This outstanding home sits on 0.66 acres, with 100’ of water frontage, and features 4 bedrooms and 3.5 bathrooms over 3,187 sq. ft.</p>
<p>Touting a very deep parcel of 300’ feet, a rare find in Cayman, this home provides both privacy and security nestled among tropical gardens and stunning ocean views. Before you enter the home, you are greeted with a large, covered, screened-in patio area with separate BBQ area. When you enter you are welcomed with an open plan dining and living area with incredible ocean views. The kitchen, with all new appliances, features large island and bar seating. From the living room you can open up your double-wide sliding doors to relax on the screened in patio; great for seamless indoor-outdoor living which opens up to a very large, salt water infinity pool with build in stone slide. A large patio area surrounds the pool with multiple seating and lounging areas. The downstairs also features two bedrooms with ocean views and ensuite bathrooms.</p>
<p>Upstairs you will find an a-frame master suite that overlooks the ocean with its own private patio. A smaller a-framed room is also located upstairs which could be perfect for an office or small child’s room given its location near the master suite.</p>
<p>Set far from the road, this home features a newly updated electric front gate, lots of room for parking, 2-car garage and is fully fenced. Extensive renovations have been recently completed including new lighting throughout, new outside paint, screened patio areas including ceiling fans, new fans in kitchen, kids room and guest room, low power led lights, led pool lighting, new pumps, hurricane rated sliding doors facing the sea, automatic garage door, extra fridge &amp; freezer in garage, heater, guestroom, all new master bedroom and bathroom, salt water system in pool, wall with gates providing both protection and privacy, fully fenced, grow house, outside shower, 8-camera security system, and more.</p>
<p>This home must be seen to truly appreciate the serenity, security, and privacy that is nestled among one of the most stunning oceanfront locations on Rum Point Road.</p>",4,3.5,Yes,2,"Low Density Residential",3187,0.66,1996,"Beach Front,Beach View,Water Front,Water View",Yes,0,0,1,0,"https://images.remax.ky/listings/1906/pelican-house-window-edit.jpg, https://images.remax.ky/listings/1906/01.jpg, https://images.remax.ky/listings/1906/02.jpg, https://images.remax.ky/listings/1906/03.jpg, https://images.remax.ky/listings/1906/04.jpg, https://images.remax.ky/listings/1906/05.jpg, https://images.remax.ky/listings/1906/06.jpg, https://images.remax.ky/listings/1906/07.jpg, https://images.remax.ky/listings/1906/08.jpg, https://images.remax.ky/listings/1906/09.jpg, https://images.remax.ky/listings/1906/11.jpg, https://images.remax.ky/listings/1906/12.jpg, https://images.remax.ky/listings/1906/13.jpg, https://images.remax.ky/listings/1906/14.jpg, https://images.remax.ky/listings/1906/15.jpg, https://images.remax.ky/listings/1906/16.jpg, https://images.remax.ky/listings/1906/17.jpg, https://images.remax.ky/listings/1906/18.jpg, https://images.remax.ky/listings/1906/19.jpg, https://images.remax.ky/listings/1906/20.jpg, https://images.remax.ky/listings/1906/21.jpg, https://images.remax.ky/listings/1906/22.jpg, https://images.remax.ky/listings/1906/23.jpg, https://images.remax.ky/listings/1906/24.jpg, https://images.remax.ky/listings/1906/25.jpg, https://images.remax.ky/listings/1906/26.jpg, https://images.remax.ky/listings/1906/27.jpg, https://images.remax.ky/listings/1906/dji-0933.jpg, https://images.remax.ky/listings/1906/dji-0969.jpg, https://images.remax.ky/listings/1906/dji-0982.jpg, https://images.remax.ky/listings/1906/dji-0001.jpg",
1907,413207,"Pease Bay Beachfront Development Parcels",usd,1800000,Land,Beach/Hotel/Tourism,Breakers,"<p>Rare, large 0.97 acre parcel with over 200 feet of ocean frontage in lovely neighborhood of Pease Bay. Featuring a depth at over 190 feet, this double parcel is large enough for an estate home offering an expanded footprint, room for a tennis court, pool, privacy and warm Caribbean breezes.  Also has the ability to become a development site with good density under the Beach/Resort Residential zoning garnering 20 units/60 bedrooms. Uniquely placed lot captures both radiant sunrises and stunning sunsets.</p>",,,No,,"Beach Resort/Residential",,0.97,,"Beach Front,Water Front",,0,0,0,0,"https://images.remax.ky/listings/1907/highlighted.jpg, https://images.remax.ky/listings/1907/highlighted-3.jpg, https://images.remax.ky/listings/1907/14-dji-0229.jpg, https://images.remax.ky/listings/1907/highlighted-2-1-.jpg, https://images.remax.ky/listings/1907/7-dji-0220.jpg",
1910,413197,"Savannah Seafront Estate ",usd,8900000,Residential,"Single Family Home",Savannah,"<p>Truly one of the finest residential estates located on a very private and secluded seafront bluff, off the main road, yet minutes to George Town and Seven Mile Beach. Unparalleled views of the Caribbean Sea and rugged coastline atop a 20 foot cliff – just spectacular and like nothing else in Cayman. The estate house features two stories and 6 bedrooms, all with absolutely stunning views across a seafront infinity edged pool out to the Sea. Two other residences are located on the acreage, spread out and very private within this somewhat secluded, gated property. Nothing comes close to this residence for this quality and price. Have your own compound on one of the most pristine coastlines in Grand Cayman!</p>",9,8,Yes,2,"Low Density Residential",14000,2.33,2004,"Water Front",Yes,0,0,0,0,"https://images.remax.ky/listings/1910/f36e751c-f5b0-45ea-ae2b-31db2ddf6cf3.jpeg, https://images.remax.ky/listings/1910/bf43c957-a5f6-4a25-bac4-d0c811dd6a4d.jpeg, https://images.remax.ky/listings/1910/ec571ed1-5a8c-4771-bfb2-9d1a44944a64.jpeg, https://images.remax.ky/listings/1910/a7381688-f1d1-4d58-a09f-2f962e099440.jpeg, https://images.remax.ky/listings/1910/78d1faf1-6aef-467a-8eb1-a1109a870489.jpeg, https://images.remax.ky/listings/1910/4315b2bb-bdce-43cf-8136-3d5cbf5a2eed.jpeg, https://images.remax.ky/listings/1910/5aebe9c0-3993-4ba2-b92a-3e52bcb99ddf.jpeg, https://images.remax.ky/listings/1910/16da95a9-53c7-4b84-a4fe-7996336bcf59.jpeg, https://images.remax.ky/listings/1910/89b63c16-4878-414c-8a09-d282c8dc4ebc.jpeg, https://images.remax.ky/listings/1910/cc582d05-655e-4005-b15d-50a6a97a2648.jpeg, https://images.remax.ky/listings/1910/16f8d904-5f9a-43f0-851f-20cec9b78d6b.jpeg, https://images.remax.ky/listings/1910/d9b72005-795e-433a-9a66-c8c4e48115f9.jpeg, https://images.remax.ky/listings/1910/d3bb390f-9831-41b9-b554-30bcba05d97f.jpeg, https://images.remax.ky/listings/1910/d92f8fc3-8de8-46fb-a572-a7adf06fe462.jpeg",
1911,413203,"Watermark - Strategic Midlevel Location ",usd,8900000,Residential,Condominium,"W Bay Bch North","<p><span class=""s2""><span class=""bumpedFont15"">Absolutely nothing else compares – period!  </span></span><span class=""s2""><span class=""bumpedFont15"">This well located, midlevel residence is above the trees and buildings enabling panoramic views of the beach and Sea, as well as t</span></span><span class=""s2""><span class=""bumpedFont15"">he</span></span><span class=""s2""><span class=""bumpedFont15""> North Sound from the back bedrooms.  Huge</span></span><span class=""s2""><span class=""bumpedFont15"">,</span></span><span class=""s2""><span class=""bumpedFont15""> gorgeous balcony on the beachfront.  </span></span><span class=""s2""><span class=""bumpedFont15"">If you </span></span><span class=""s2""><span class=""bumpedFont15"">truly want</span></span><span class=""s2""><span class=""bumpedFont15""> the very best beachfront </span></span><span class=""s2""><span class=""bumpedFont15"">lifestyle</span></span><span class=""s2""><span class=""bumpedFont15"">, The WaterMark offers unprecedented bespoke living on Seven Mile Beach.  Featuring cutting edge architecture and interior design, together with unsurpassed services and amenities</span></span><span class=""s2""><span class=""bumpedFont15"">which include: full service spa and wellness facility, fitness studio, private dining room, beachfront conservatory with wine storage, full bar, chef’s kitchen, fine dining restaurant, car service and valet, concierge, boardroom, private elevators, screening room, library lounge, beach cabanas, guest suites, children’s pool and splash pad, adult pool, expansive main pool, and 24 hour security.</span></span></p>",4,4.5,Yes,,Hotel/Tourism,4050,,2023,"Beach Front",No,0,0,1,1,"https://images.remax.ky/listings/1911/6ff01dc1-61e0-4021-bf85-62a13ba9b684.jpeg, https://images.remax.ky/listings/1911/b6d438a9-72e0-4cdf-9b1d-2574037a7200.jpeg, https://images.remax.ky/listings/1911/0234fc64-7d4e-4e0a-b0bf-736eb973fae9.jpeg, https://images.remax.ky/listings/1911/19c46625-2966-4c70-80f8-aec1079200d6.jpeg, https://images.remax.ky/listings/1911/e66e008b-b048-4a60-9fb8-d40af62dbd54.jpeg, https://images.remax.ky/listings/1911/ee36d219-0b6b-4652-902a-a370f09df959.jpeg, https://images.remax.ky/listings/1911/de4a2f97-4d9d-4519-959e-fd328d43477c.jpeg, https://images.remax.ky/listings/1911/913be33d-36e9-44f3-bba7-ca44edce7523.jpeg, https://images.remax.ky/listings/1911/274f6785-c7e3-43b3-8a89-6abb60bc4ace.jpeg, https://images.remax.ky/listings/1911/1f67025c-eb59-4123-88c8-6c991b5fe596.jpeg, https://images.remax.ky/listings/1911/2b370286-4bc3-4d87-85ba-d8e9d5f3527a.jpeg, https://images.remax.ky/listings/1911/8c9ffc11-1bec-4d45-9f99-891053f026d2.jpeg",
1912,413204,"Lacovia - Third Level Beachfront ",usd,5568500,Residential,Condominium,"W Bay Bch South","<p>Absolutely superb views of the gorgeous beach and Caribbean Sea - all at a level that provides a perfect sight line to enjoy this amazing view! Nice large terrace with an abundance of space and shade on the beachfront to enjoy breakfast in the mornings and sunsets in the evenings. Very efficient size for part time owner’s use and vacation rentals. Upscale finishes and fixtures throughout. Within this masterpiece of architecture is a long list of services, facilities, and amenities for your convenience and enjoyment, as well as a solid rental income opportunity; concierge services, state-of-the-art fitness center, 24/7 security, infinity edge pools and hot tub, beach and pool attendants, food and beverage services, private beach cabanas, bellhop and valet, club level lounge, spa services, sports equipment for Sea and land. This residence is quite unique and well worth the investment!</p>",3,3.5,1,,Hotel/Tourism,3010,,2024,"Beach Front",No,0,0,1,0,"https://images.remax.ky/listings/1912/c21aec22-cf50-4575-8e91-a5c7d7bd9815.jpeg, https://images.remax.ky/listings/1912/62c13d67-204d-445e-99fd-206b112e75d7.jpeg, https://images.remax.ky/listings/1912/0cfb5266-c130-489a-841f-35218890ac62.jpeg, https://images.remax.ky/listings/1912/a48703a0-e541-4ee8-a27d-bd06983807e9.jpeg, https://images.remax.ky/listings/1912/4e02bb0e-7bee-4bfe-bf18-7cd511fc746c.jpeg, https://images.remax.ky/listings/1912/18effbb8-663a-46bd-bf3b-48d1b8b06f22.jpeg, https://images.remax.ky/listings/1912/87b2bdb5-c46a-4163-bb84-6a775d5bd528.jpeg, https://images.remax.ky/listings/1912/2a361e3f-159b-47ba-8400-e3cbbab73285.jpeg, https://images.remax.ky/listings/1912/891c0b21-ce94-440d-ac4c-210410287d95.jpeg, https://images.remax.ky/listings/1912/b90de7c1-2d0b-47ba-bbbd-ae511cf11260.jpeg, https://images.remax.ky/listings/1912/21519e19-8757-4858-86b4-9f0b059f8d94.jpeg, https://images.remax.ky/listings/1912/cf31c0ee-0a14-4e9d-9f62-1fa755a364e3.jpeg, https://images.remax.ky/listings/1912/9f1c9c1b-0ff8-48df-b04c-f39505bbab02.jpeg, https://images.remax.ky/listings/1912/f0d5db0f-e002-4939-9d67-2fc3b9853245.jpeg, https://images.remax.ky/listings/1912/ab82323e-b07c-4ac0-b414-5735fbefb9dd.jpeg",
